1451,1451,-,1451,10391,,,,,,,
1461,1461,28191,1461,10401,,,,,,,
1471,1471,28201,1471,10411,,,,,,,
1481,1481,28211,1481,10421,,,,,,,
1491,1491,28221,1491,10431,,,,,,,
1501,1501,28231,1501,10441,,,,,,,
1511,1511,28241,1511,10451,,,,,,,
1521,1521,28251,1521,10461,,,,,,,
1531,1531,28261,1531,10471,,,,,,,
1541,1541,28271,1541,10481,,,,,,,
1551,1551,28281,1551,10491,,,,,,,
1561,1561,28291,1561,10501,,,,,,,
1571,1571,28301,1571,10511,,,,,,,
1581,1581,28311,1581,10521,,,,,,,
1591,1591,28321,1591,10531,,,,,,,
1601,1601,28331,1601,10541,,,,,,,
1611,1611,28341,1611,10551,,,,,,,
1621,1621,28351,1621,10561,,,,,,,
1631,1631,28361,1631,10571,,,,,,,
1641,1641,28371,1641,10581,,,,,,,
1651,1651,28381,1651,10591,,,,,,,
1661,1661,28391,1661,10601,,,,,,,
1671,1671,28401,1671,10611,,,,,,,
1681,1681,28411,1681,10621,,,,,,,
1691,1691,28421,1691,10631,,,,,,,
1701,1701,28431,1701,10641,,,,,,,
1711,1711,28441,1711,10651,,,,,,,
1721,1721,28451,1721,10661,,,,,,,
1731,1731,28461,1731,10671,,,,,,,
1741,1741,28471,1741,10681,,,,,,,
1751,1751,28481,1751,10691,,,,,,,
1831,1831,28561,1831,-,,,,,,,
1841,1841,28571,1841,-,,,,,,,
1851,1851,28581,1851,-,,,,,,,
1861,1861,28591,1861,10801,,,,,,,
1871,1871,28601,1871,10811,,,,,,,
1881,1881,28611,1881,10821,,,,,,,
1891,1891,28621,1891,10831,,,,,,,
1901,1901,28631,1901,10841,,,,,,,
1911,1911,28641,1911,10851,,,,,,,
1921,1921,28651,1921,10861,,,,,,,
1931,1931,28661,1931,10871,,,,,,,
1941,1941,-,1941,10881,,,,,,,
1951,1951,-,1951,10891,,,,,,,
1961,1961,-,1961,10901,,,,,,,
1971,1971,-,1971,10911,,,,,,,
1981,1981,-,1981,10921,,,,,,,
1991,1991,-,1991,10931,,,,,,,
2001,2001,-,2001,10941,,,,,,,
2011,2011,28741,2011,10951,,,,,,,
2021,2021,28751,2021,10961,,,,,,,
2031,2031,28761,2031,10971,,,,,,,
2041,2041,28771,2041,10981,,,,,,,
2051,2051,28781,2051,10991,,,,,,,
2061,2061,28791,2061,11001,,,,,,,
2071,2071,28801,2071,11011,,,,,,,
2081,2081,28811,2081,11021,,,,,,,
2091,2091,28821,2091,11031,,,,,,,
2101,2101,28831,2101,11041,,,,,,,
2111,2111,28841,2111,11051,,,,,,,
2121,2121,28851,2121,11061,,,,,,,
2131,2131,28861,2131,11071,,,,,,,
2141,2141,28871,2141,11081,,,,,,,
2151,2151,28881,2151,11091,,,,,,,
2161,2161,28891,2161,11101,,,,,,,
2171,2171,28901,2171,11111,,,,,,,
2181,2181,28911,2181,11121,,,,,,,
2191,2191,28921,2191,11131,,,,,,,
2201,2201,28931,2201,11141,,,,,,,
2211,2211,28941,2211,11151,,,,,,,
2221,2221,28951,2221,11161,,,,,,,
2231,2231,28961,2231,11171,,,,,,,
2241,2241,28971,2241,11181,,,,,,,
2251,2251,28981,2251,11191,,,,,,,
2261,2261,28991,2261,11201,,,,,,,
2271,2271,29001,2271,11211,,,,,,,
2281,2281,29011,2281,11221,,,,,,,
2291,2291,29021,2291,11231,,,,,,,
2301,2301,29031,2301,11241,,,,,,,
2381,2381,29111,2381,-,,,,,,,
2391,2391,29121,2391,-,,,,,,,
2401,2401,29131,2401,-,,,,,,,
2411,2411,29141,2411,11351,,,,,,,
2421,2421,29151,2421,11361,,,,,,,
2431,2431,29161,2431,11371,,,,,,,
2441,2441,29171,2441,11381,,,,,,,
2451,2451,29181,2451,11391,,,,,,,
2461,2461,29191,2461,11401,,,,,,,
2471,2471,29201,2471,11411,,,,,,,
2481,2481,29211,2481,11421,,,,,,,
2491,2491,-,2491,11431,,,,,,,
2501,2501,-,2501,11441,,,,,,,
2511,2511,-,2511,11451,,,,,,,
2521,2521,-,2521,11461,,,,,,,
2531,2531,-,2531,11471,,,,,,,
2541,2541,-,2541,11481,,,,,,,
2551,2551,-,2551,11491,,,,,,,
2561,2561,29291,2561,11501,,,,,,,
2571,2571,29301,2571,11511,,,,,,,
2581,2581,29311,2581,11521,,,,,,,
2591,2591,29321,2591,11531,,,,,,,
2601,2601,29331,2601,11541,,,,,,,
2611,2611,29341,2611,11551,,,,,,,
2621,2621,29351,2621,11561,,,,,,,
2631,2631,29361,2631,11571,,,,,,,
2641,2641,29371,2641,11581,,,,,,,
2651,2651,29381,2651,11591,,,,,,,
2661,2661,29391,2661,11601,,,,,,,
2671,2671,29401,2671,11611,,,,,,,
2681,2681,29411,2681,11621,,,,,,,
2691,2691,29421,2691,11631,,,,,,,
2701,2701,29431,2701,11641,,,,,,,
2711,2711,29441,2711,11651,,,,,,,
2721,2721,29451,2721,11661,,,,,,,
2731,2731,29461,2731,11671,,,,,,,
2741,2741,29471,2741,11681,,,,,,,
2751,2751,29481,2751,11691,,,,,,,
2761,2761,29491,2761,11701,,,,,,,
2771,2771,29501,2771,11711,,,,,,,
2781,2781,29511,2781,11721,,,,,,,
2791,2791,29521,2791,11731,,,,,,,
2801,2801,29531,2801,11741,,,,,,,
2811,2811,29541,2811,11751,,,,,,,
2821,2821,29551,2821,11761,,,,,,,
2831,2831,29561,2831,11771,,,,,,,
2841,2841,29571,2841,11781,,,,,,,
2851,2851,29581,2851,11791,,,,,,,
2931,2931,29661,2931,-,,,,,,,
2941,2941,29671,2941,-,,,,,,,
2951,2951,29681,2951,-,,,,,,,
2961,2961,29691,2961,11901,,,,,,,
2971,2971,29701,2971,11911,,,,,,,
2981,2981,29711,2981,11921,,,,,,,
2991,2991,29721,2991,11931,,,,,,,
3001,3001,29731,3001,11941,,,,,,,
3011,3011,29741,3011,11951,,,,,,,
3021,3021,29751,3021,11961,,,,,,,
3031,3031,29761,3031,11971,,,,,,,
3041,3041,-,3041,11981,,,,,,,
3051,3051,-,3051,11991,,,,,,,
3061,3061,-,3061,12001,,,,,,,
3071,3071,-,3071,12011,,,,,,,
3081,3081,-,3081,12021,,,,,,,
3091,3091,-,3091,12031,,,,,,,
3101,3101,-,3101,12041,,,,,,,
3111,3111,29841,3111,12051,,,,,,,
3121,3121,29851,3121,12061,,,,,,,
3131,3131,29861,3131,12071,,,,,,,
3141,3141,29871,3141,12081,,,,,,,
3151,3151,29881,3151,12091,,,,,,,
3161,3161,29891,3161,12101,,,,,,,
3171,3171,29901,3171,12111,,,,,,,
3181,3181,29911,3181,12121,,,,,,,
3191,3191,29921,3191,12131,,,,,,,
3201,3201,29931,3201,12141,,,,,,,
3211,3211,29941,3211,12151,,,,,,,
3221,3221,29951,3221,12161,,,,,,,
3231,3231,29961,3231,12171,,,,,,,
3241,3241,29971,3241,12181,,,,,,,
3251,3251,29981,3251,12191,,,,,,,
3261,3261,29991,3261,12201,,,,,,,
3271,3271,30001,3271,12211,,,,,,,
3281,3281,30011,3281,12221,,,,,,,
3291,3291,30021,3291,12231,,,,,,,
3301,3301,30031,3301,12241,,,,,,,
3311,3311,30041,3311,12251,,,,,,,
3321,3321,30051,3321,12261,,,,,,,
3331,3331,30061,3331,12271,,,,,,,
3341,3341,30071,3341,12281,,,,,,,
3351,3351,30081,3351,12291,,,,,,,
3361,3361,30091,3361,12301,,,,,,,
3371,3371,30101,3371,12311,,,,,,,
3381,3381,30111,3381,12321,,,,,,,
3391,3391,30121,3391,12331,,,,,,,
3401,3401,30131,3401,12341,,,,,,,
3481,3481,30211,3481,-,,,,,,,
3491,3491,30221,3491,-,,,,,,,
3501,3501,30231,3501,-,,,,,,,
3511,3511,30241,3511,12451,,,,,,,
3521,3521,30251,3521,12461,,,,,,,
3531,3531,30261,3531,12471,,,,,,,
3541,3541,30271,3541,12481,,,,,,,
3551,3551,30281,3551,12491,,,,,,,
3561,3561,30291,3561,12501,,,,,,,
3571,3571,30301,3571,12511,,,,,,,
3581,3581,30311,3581,12521,,,,,,,
3591,3591,-,3591,12531,,,,,,,
3601,3601,-,3601,12541,,,,,,,
3611,3611,-,3611,12551,,,,,,,
3621,3621,-,3621,12561,,,,,,,
3631,3631,-,3631,12571,,,,,,,
3641,3641,-,3641,12581,,,,,,,
3651,3651,-,3651,12591,,,,,,,
3661,3661,30391,3661,12601,,,,,,,
3671,3671,30401,3671,12611,,,,,,,
3681,3681,30411,3681,12621,,,,,,,
3691,3691,30421,3691,12631,,,,,,,
3701,3701,30431,3701,12641,,,,,,,
3711,3711,30441,3711,12651,,,,,,,
3721,3721,30451,3721,12661,,,,,,,
3731,3731,30461,3731,12671,,,,,,,
3741,3741,30471,3741,12681,,,,,,,
3751,3751,30481,3751,12691,,,,,,,
3761,3761,30491,3761,12701,,,,,,,
3771,3771,30501,3771,12711,,,,,,,
3781,3781,30511,3781,12721,,,,,,,
3791,3791,30521,3791,12731,,,,,,,
3801,3801,30531,3801,12741,,,,,,,
3811,3811,30541,3811,12751,,,,,,,
3821,3821,30551,3821,12761,,,,,,,
3831,3831,30561,3831,12771,,,,,,,
3841,3841,30571,3841,12781,,,,,,,
3851,3851,30581,3851,12791,,,,,,,
3861,3861,30591,3861,12801,,,,,,,
3871,3871,30601,3871,12811,,,,,,,
3881,3881,30611,3881,12821,,,,,,,
3891,3891,30621,3891,12831,,,,,,,
3901,3901,30631,3901,12841,,,,,,,
3911,3911,30641,3911,12851,,,,,,,
3921,3921,30651,3921,12861,,,,,,,
3931,3931,30661,3931,12871,,,,,,,
3941,3941,30671,3941,12881,,,,,,,
3951,3951,30681,3951,12891,,,,,,,
4271,4271,-,4271,-,,,,,,,
4281,4281,-,4281,-,,,,,,,
4291,4291,-,4291,-,,,,,,,
4301,4301,-,4301,13241,,,,,,,
4311,4311,-,4311,13251,,,,,,,
4321,4321,-,4321,13261,,,,,,,
4331,4331,-,4331,13271,,,,,,,
4341,4341,-,4341,13281,,,,,,,
4351,4351,-,4351,13291,,,,,,,
4361,4361,-,4361,13301,,,,,,,
4371,4371,-,4371,13311,,,,,,,
4381,4381,-,4381,13321,,,,,,,
4391,4391,-,4391,13331,,,,,,,
4401,4401,-,4401,13341,,,,,,,
4411,4411,-,4411,13351,,,,,,,
4421,4421,-,4421,13361,,,,,,,
4431,4431,-,4431,13371,,,,,,,
4441,4441,-,4441,13381,,,,,,,
4451,4451,31181,4451,13391,,,,,,,
4461,4461,31191,4461,13401,,,,,,,
4471,4471,31201,4471,13411,,,,,,,
4481,4481,31211,4481,13421,,,,,,,
4491,4491,31221,4491,13431,,,,,,,
4501,4501,31231,4501,13441,,,,,,,
4511,4511,31241,4511,13451,,,,,,,
4521,4521,31251,4521,13461,,,,,,,
4531,4531,31261,4531,13471,,,,,,,
4541,4541,31271,4541,13481,,,,,,,
4551,4551,31281,4551,13491,,,,,,,
4561,4561,31291,4561,13501,,,,,,,
4571,4571,31301,4571,13511,,,,,,,
4581,4581,31311,4581,13521,,,,,,,
4591,4591,31321,4591,13531,,,,,,,
4601,4601,31331,4601,13541,,,,,,,
4611,4611,31341,4611,13551,,,,,,,
4621,4621,31351,4621,13561,,,,,,,
4631,4631,31361,4631,13571,,,,,,,
4641,4641,31371,4641,13581,,,,,,,
4651,4651,31381,4651,13591,,,,,,,
4661,4661,31391,4661,13601,,,,,,,
4671,4671,31401,4671,13611,,,,,,,
4681,4681,31411,4681,13621,,,,,,,
4691,4691,31421,4691,13631,,,,,,,
4701,4701,31431,4701,13641,,,,,,,
4711,4711,31441,4711,13651,,,,,,,
4721,4721,31451,4721,13661,,,,,,,
4731,4731,31461,4731,13671,,,,,,,
4741,4741,31471,4741,13681,,,,,,,
4821,4821,31551,4821,-,,,,,,,
4831,4831,31561,4831,-,,,,,,,
4841,4841,31571,4841,-,,,,,,,
4851,4851,31581,4851,13791,,,,,,,
4861,4861,31591,4861,13801,,,,,,,
4871,4871,31601,4871,13811,,,,,,,
4881,4881,31611,4881,13821,,,,,,,
4891,4891,31621,4891,13831,,,,,,,
4901,4901,31631,4901,13841,,,,,,,
4911,4911,31641,4911,13851,,,,,,,
4921,4921,31651,4921,13861,,,,,,,
4931,4931,-,4931,13871,,,,,,,
4941,4941,-,4941,13881,,,,,,,
4951,4951,-,4951,13891,,,,,,,
4961,4961,-,4961,13901,,,,,,,
4971,4971,-,4971,13911,,,,,,,
4981,4981,-,4981,13921,,,,,,,
4991,4991,-,4991,13931,,,,,,,
5001,5001,31731,5001,13941,,,,,,,
5011,5011,31741,5011,13951,,,,,,,
5021,5021,31751,5021,13961,,,,,,,
5031,5031,31761,5031,13971,,,,,,,
5041,5041,31771,5041,13981,,,,,,,
5051,5051,31781,5051,13991,,,,,,,
5061,5061,31791,5061,14001,,,,,,,
5071,5071,31801,5071,14011,,,,,,,
5081,5081,31811,5081,14021,,,,,,,
5091,5091,31821,5091,14031,,,,,,,
5101,5101,31831,5101,14041,,,,,,,
5111,5111,31841,5111,14051,,,,,,,
5121,5121,31851,5121,14061,,,,,,,
5131,5131,31861,5131,14071,,,,,,,
5141,5141,31871,5141,14081,,,,,,,
5151,5151,31881,5151,14091,,,,,,,
5161,5161,31891,5161,14101,,,,,,,
5171,5171,31901,5171,14111,,,,,,,
5181,5181,31911,5181,14121,,,,,,,
5191,5191,31921,5191,14131,,,,,,,
5201,5201,31931,5201,14141,,,,,,,
5211,5211,31941,5211,14151,,,,,,,
5221,5221,31951,5221,14161,,,,,,,
5231,5231,31961,5231,14171,,,,,,,
5241,5241,31971,5241,14181,,,,,,,
5251,5251,31981,5251,14191,,,,,,,
5261,5261,31991,5261,14201,,,,,,,
5271,5271,32001,5271,14211,,,,,,,
5281,5281,32011,5281,14221,,,,,,,
5291,5291,32021,5291,14231,,,,,,,
5371,5371,32101,5371,-,,,,,,,
5381,5381,32111,5381,-,,,,,,,
5391,5391,32121,5391,-,,,,,,,
5401,5401,32131,5401,14341,,,,,,,
5411,5411,32141,5411,14351,,,,,,,
5421,5421,32151,5421,14361,,,,,,,
5431,5431,32161,5431,14371,,,,,,,
5441,5441,32171,5441,14381,,,,,,,
5451,5451,32181,5451,14391,,,,,,,
5461,5461,32191,5461,14401,,,,,,,
5471,5471,32201,5471,14411,,,,,,,
5481,5481,-,5481,14421,,,,,,,
5491,5491,-,5491,14431,,,,,,,
5501,5501,-,5501,14441,,,,,,,
5511,5511,-,5511,14451,,,,,,,
5521,5521,-,5521,14461,,,,,,,
5531,5531,-,5531,14471,,,,,,,
5541,5541,-,5541,14481,,,,,,,
5551,5551,32281,5551,14491,,,,,,,
5561,5561,32291,5561,14501,,,,,,,
5571,5571,32301,5571,14511,,,,,,,
5581,5581,32311,5581,14521,,,,,,,
5591,5591,32321,5591,14531,,,,,,,
5601,5601,32331,5601,14541,,,,,,,
5611,5611,32341,5611,14551,,,,,,,
5621,5621,32351,5621,14561,,,,,,,
5631,5631,32361,5631,14571,,,,,,,
5641,5641,32371,5641,14581,,,,,,,
5651,5651,32381,5651,14591,,,,,,,
5661,5661,32391,5661,14601,,,,,,,
5671,5671,32401,5671,14611,,,,,,,
5681,5681,32411,5681,14621,,,,,,,
5691,5691,32421,5691,14631,,,,,,,
5701,5701,32431,5701,14641,,,,,,,
5711,5711,32441,5711,14651,,,,,,,
5721,5721,32451,5721,14661,,,,,,,
5731,5731,32461,5731,14671,,,,,,,
5741,5741,32471,5741,14681,,,,,,,
5751,5751,32481,5751,14691,,,,,,,
5761,5761,32491,5761,14701,,,,,,,
5771,5771,32501,5771,14711,,,,,,,
5781,5781,32511,5781,14721,,,,,,,
5791,5791,32521,5791,14731,,,,,,,
5801,5801,32531,5801,14741,,,,,,,
5811,5811,32541,5811,14751,,,,,,,
5821,5821,32551,5821,14761,,,,,,,
5831,5831,32561,5831,14771,,,,,,,
5841,5841,32571,5841,14781,,,,,,,
5921,5921,32651,5921,-,,,,,,,
5931,5931,32661,5931,-,,,,,,,
5941,5941,32671,5941,-,,,,,,,
5951,5951,32681,5951,14891,,,,,,,
5961,5961,32691,5961,14901,,,,,,,
5971,5971,32701,5971,14911,,,,,,,
5981,5981,32711,5981,14921,,,,,,,
5991,5991,32721,5991,14931,,,,,,,
6001,6001,32731,6001,14941,,,,,,,
6011,6011,32741,6011,14951,,,,,,,
6021,6021,32751,6021,14961,,,,,,,
6031,6031,-,6031,14971,,,,,,,
6041,6041,-,6041,14981,,,,,,,
6051,6051,-,6051,14991,,,,,,,
6061,6061,-,6061,15001,,,,,,,
6071,6071,-,6071,15011,,,,,,,
6081,6081,-,6081,15021,,,,,,,
6091,6091,-,6091,15031,,,,,,,
6101,6101,32831,6101,15041,,,,,,,
6111,6111,32841,6111,15051,,,,,,,
6121,6121,32851,6121,15061,,,,,,,
6131,6131,32861,6131,15071,,,,,,,
6141,6141,32871,6141,15081,,,,,,,
6151,6151,32881,6151,15091,,,,,,,
6161,6161,32891,6161,15101,,,,,,,
6171,6171,32901,6171,15111,,,,,,,
6181,6181,32911,6181,15121,,,,,,,
6191,6191,32921,6191,15131,,,,,,,
6201,6201,32931,6201,15141,,,,,,,
6211,6211,32941,6211,15151,,,,,,,
6221,6221,32951,6221,15161,,,,,,,
6231,6231,32961,6231,15171,,,,,,,
6241,6241,32971,6241,15181,,,,,,,
6251,6251,32981,6251,15191,,,,,,,
6261,6261,32991,6261,15201,,,,,,,
6271,6271,33001,6271,15211,,,,,,,
6281,6281,33011,6281,15221,,,,,,,
6291,6291,33021,6291,15231,,,,,,,
6301,6301,33031,6301,15241,,,,,,,
6311,6311,33041,6311,15251,,,,,,,
6321,6321,33051,6321,15261,,,,,,,
6331,6331,33061,6331,15271,,,,,,,
6341,6341,33071,6341,15281,,,,,,,
6351,6351,33081,6351,15291,,,,,,,
6361,6361,33091,6361,15301,,,,,,,
6371,6371,33101,6371,15311,,,,,,,
6381,6381,33111,6381,15321,,,,,,,
6391,6391,33121,6391,15331,,,,,,,
6471,6471,33201,6471,-,,,,,,,
6481,6481,33211,6481,-,,,,,,,
6491,6491,33221,6491,-,,,,,,,
6501,6501,33231,6501,15441,,,,,,,
6511,6511,33241,6511,15451,,,,,,,
6521,6521,33251,6521,15461,,,,,,,
6531,6531,33261,6531,15471,,,,,,,
6541,6541,33271,6541,15481,,,,,,,
6551,6551,33281,6551,15491,,,,,,,
6561,6561,33291,6561,15501,,,,,,,
6571,6571,33301,6571,15511,,,,,,,
6581,6581,-,6581,15521,,,,,,,
6591,6591,-,6591,15531,,,,,,,
6601,6601,-,6601,15541,,,,,,,
6611,6611,-,6611,15551,,,,,,,
6621,6621,-,6621,15561,,,,,,,
6631,6631,-,6631,15571,,,,,,,
6641,6641,-,6641,15581,,,,,,,
6651,6651,33381,6651,15591,,,,,,,
6661,6661,33391,6661,15601,,,,,,,
6671,6671,33401,6671,15611,,,,,,,
6681,6681,33411,6681,15621,,,,,,,
6691,6691,33421,6691,15631,,,,,,,
6701,6701,33431,6701,15641,,,,,,,
6711,6711,33441,6711,15651,,,,,,,
6721,6721,33451,6721,15661,,,,,,,
6731,6731,33461,6731,15671,,,,,,,
6741,6741,33471,6741,15681,,,,,,,
6751,6751,33481,6751,15691,,,,,,,
6761,6761,33491,6761,15701,,,,,,,
6771,6771,33501,6771,15711,,,,,,,
6781,6781,33511,6781,15721,,,,,,,
6791,6791,33521,6791,15731,,,,,,,
6801,6801,33531,6801,15741,,,,,,,
6811,6811,33541,6811,15751,,,,,,,
6821,6821,33551,6821,15761,,,,,,,
6831,6831,33561,6831,15771,,,,,,,
6841,6841,33571,6841,15781,,,,,,,
6851,6851,33581,6851,15791,,,,,,,
6861,6861,33591,6861,15801,,,,,,,
6871,6871,33601,6871,15811,,,,,,,
6881,6881,33611,6881,15821,,,,,,,
6891,6891,33621,6891,15831,,,,,,,
6901,6901,33631,6901,15841,,,,,,,
6911,6911,33641,6911,15851,,,,,,,
6921,6921,33651,6921,15861,,,,,,,
6931,6931,33661,6931,15871,,,,,,,
6941,6941,33671,6941,15881,,,,,,,
7021,7021,33751,7021,-,,,,,,,
7031,7031,33761,7031,-,,,,,,,
7041,7041,33771,7041,-,,,,,,,
7051,7051,33781,7051,15991,,,,,,,
7061,7061,33791,7061,16001,,,,,,,
7071,7071,33801,7071,16011,,,,,,,
7081,7081,33811,7081,16021,,,,,,,
7091,7091,33821,7091,16031,,,,,,,
7101,7101,33831,7101,16041,,,,,,,
7111,7111,33841,7111,16051,,,,,,,
7121,7121,33851,7121,16061,,,,,,,
7131,7131,-,7131,16071,,,,,,,
7141,7141,-,7141,16081,,,,,,,
7151,7151,-,7151,16091,,,,,,,
7161,7161,-,7161,16101,,,,,,,
7171,7171,-,7171,16111,,,,,,,
7181,7181,-,7181,16121,,,,,,,
7191,7191,-,7191,16131,,,,,,,
7201,7201,33931,7201,16141,,,,,,,
7211,7211,33941,7211,16151,,,,,,,
7221,7221,33951,7221,16161,,,,,,,
7231,7231,33961,7231,16171,,,,,,,
7241,7241,33971,7241,16181,,,,,,,
7251,7251,33981,7251,16191,,,,,,,
7261,7261,33991,7261,16201,,,,,,,
7271,7271,34001,7271,16211,,,,,,,
7281,7281,34011,7281,16221,,,,,,,
7291,7291,34021,7291,16231,,,,,,,
7301,7301,34031,7301,16241,,,,,,,
7311,7311,34041,7311,16251,,,,,,,
7321,7321,34051,7321,16261,,,,,,,
7331,7331,34061,7331,16271,,,,,,,
7341,7341,34071,7341,16281,,,,,,,
7351,7351,34081,7351,16291,,,,,,,
7361,7361,34091,7361,16301,,,,,,,
7371,7371,34101,7371,16311,,,,,,,
7381,7381,34111,7381,16321,,,,,,,
7391,7391,34121,7391,16331,,,,,,,
7401,7401,34131,7401,16341,,,,,,,
7411,7411,34141,7411,16351,,,,,,,
7421,7421,34151,7421,16361,,,,,,,
7431,7431,34161,7431,16371,,,,,,,
7441,7441,34171,7441,16381,,,,,,,
7451,7451,34181,7451,16391,,,,,,,
7461,7461,34191,7461,16401,,,,,,,
7471,7471,34201,7471,16411,,,,,,,
7481,7481,34211,7481,16421,,,,,,,
7491,7491,34221,7491,16431,,,,,,,
7811,7811,-,7811,-,,,,,,,
7821,7821,-,7821,-,,,,,,,
7831,7831,-,7831,-,,,,,,,
7841,7841,-,7841,16781,,,,,,,
7851,7851,-,7851,16791,,,,,,,
7861,7861,-,7861,16801,,,,,,,
7871,7871,-,7871,16811,,,,,,,
7881,7881,-,7881,16821,,,,,,,
7891,7891,-,7891,16831,,,,,,,
7901,7901,-,7901,16841,,,,,,,
7911,7911,-,7911,16851,,,,,,,
7921,7921,-,7921,16861,,,,,,,
7931,7931,-,7931,16871,,,,,,,
7941,7941,-,7941,16881,,,,,,,
7951,7951,-,7951,16891,,,,,,,
7961,7961,-,7961,16901,,,,,,,
7971,7971,-,7971,16911,,,,,,,
7981,7981,-,7981,16921,,,,,,,
7991,7991,-,7991,16931,,,,,,,
8001,8001,-,8001,16941,,,,,,,
8011,8011,-,8011,16951,,,,,,,
8021,8021,-,8021,16961,,,,,,,
8031,8031,-,8031,16971,,,,,,,
8041,8041,-,8041,16981,,,,,,,
8051,8051,-,8051,16991,,,,,,,
8061,8061,-,8061,17001,,,,,,,
8071,8071,-,8071,17011,,,,,,,
8081,8081,-,8081,17021,,,,,,,
8091,8091,-,8091,17031,,,,,,,
8101,8101,-,8101,17041,,,,,,,
8111,8111,-,8111,17051,,,,,,,
8121,8121,-,8121,17061,,,,,,,
8131,8131,-,8131,17071,,,,,,,
8141,8141,-,8141,17081,,,,,,,
8151,8151,-,8151,17091,,,,,,,
8161,8161,-,8161,17101,,,,,,,
8171,8171,-,8171,17111,,,,,,,
8181,8181,-,8181,17121,,,,,,,
8191,8191,-,8191,17131,,,,,,,
8201,8201,-,8201,17141,,,,,,,
8211,8211,-,8211,17151,,,,,,,
8221,8221,-,8221,17161,,,,,,,
8231,8231,-,8231,17171,,,,,,,
8241,8241,-,8241,17181,,,,,,,
8251,8251,-,8251,17191,,,,,,,
8261,8261,-,8261,17201,,,,,,,
8271,8271,-,8271,17211,,,,,,,
8281,8281,-,8281,17221,,,,,,,
8361,8361,-,8361,-,,,,,,,
8371,8371,-,8371,-,,,,,,,
8381,8381,-,8381,-,,,,,,,
8391,8391,-,8391,17331,,,,,,,
8401,8401,-,8401,17341,,,,,,,
8411,8411,-,8411,17351,,,,,,,
8421,8421,-,8421,17361,,,,,,,
8431,8431,-,8431,17371,,,,,,,
8441,8441,-,8441,17381,,,,,,,
8451,8451,-,8451,17391,,,,,,,
8461,8461,-,8461,17401,,,,,,,
8471,8471,-,8471,17411,,,,,,,
8481,8481,-,8481,17421,,,,,,,
8491,8491,-,8491,17431,,,,,,,
8501,8501,-,8501,17441,,,,,,,
