51,51,-
61,61,-
71,71,-
81,81,-
91,91,9031
101,101,9041
111,111,9051
121,-,9061
131,-,9071
141,-,9081
151,-,9091
161,-,9101
481,481,9421
491,491,9431
501,501,9441
511,511,9451
521,521,9461
531,531,9471
541,541,9481
551,551,9491
601,601,9541
611,611,9551
621,621,9561
631,631,9571
641,641,9581
651,651,9591
661,661,9601
671,671,9611
721,721,9661
731,731,9671
741,741,9681
751,751,9691
761,761,9701
771,771,9711
781,781,9721
791,791,9731
841,841,9781
851,851,9791
861,861,9801
871,871,9811
881,881,9821
891,891,9831
901,901,9841
911,911,9851
961,961,9901
971,971,9911
981,981,9921
991,991,9931
1001,1001,9941
1011,1011,9951
1021,1021,9961
1031,1031,9971
1081,1081,10021
1091,1091,10031
1101,1101,10041
1111,1111,10051
1121,1121,10061
1131,1131,10071
1141,1141,10081
1151,1151,10091
1201,1201,10141
1211,1211,10151
1221,1221,10161
1231,1231,10171
1241,1241,10181
1251,1251,10191
1261,1261,10201
1271,1271,10211
1351,1351,10291
1361,1361,10301
1371,1371,10311
1381,1381,10321
1391,1391,10331
1401,1401,10341
1411,1411,10351
1421,1421,10361
1471,1471,10411
1481,1481,10421
1491,1491,10431
1501,1501,10441
1511,1511,10451
1521,1521,10461
1531,1531,10471
1541,1541,10481
1591,1591,10531
1601,1601,10541
1611,1611,10551
1621,1621,10561
1631,1631,10571
1641,1641,10581
1651,1651,10591
1661,1661,10601
1711,1711,10651
1721,1721,10661
1731,1731,10671
1741,1741,10681
1751,1751,10691
1761,1761,10701
1771,1771,10711
1781,1781,10721
1831,1831,10771
1841,1841,10781
1851,1851,10791
1861,1861,10801
1871,1871,10811
1881,1881,10821
1891,1891,10831
1901,1901,10841
1951,1951,10891
1961,1961,10901
1971,1971,10911
1981,1981,10921
1991,1991,10931
2001,2001,10941
2011,2011,10951
2021,2021,10961
2071,2071,11011
2081,2081,11021
2091,2091,11031
2101,2101,11041
2111,2111,11051
2121,2121,11061
2131,2131,11071
2141,2141,11081
2221,2221,11161
2231,2231,11171
2241,2241,11181
2251,2251,11191
2261,2261,11201
2271,2271,11211
2281,2281,11221
2291,2291,11231
2341,2341,11281
2351,2351,11291
2361,2361,11301
2371,2371,11311
2381,2381,11321
2391,2391,11331
2401,2401,11341
2411,2411,11351
2461,2461,11401
2471,2471,11411
2481,2481,11421
2491,2491,11431
2501,2501,11441
2511,2511,11451
2521,2521,11461
2531,2531,11471
2581,2581,11521
2591,2591,11531
2601,2601,11541
2611,2611,11551
2621,2621,11561
2631,2631,11571
2641,2641,11581
2651,2651,11591
2701,2701,11641
2711,2711,11651
2721,2721,11661
2731,2731,11671
2741,2741,11681
2751,2751,11691
2761,2761,11701
2771,2771,11711
2821,2821,11761
2831,2831,11771
2841,2841,11781
2851,2851,11791
2861,2861,11801
2871,2871,11811
2881,2881,11821
2891,2891,11831
2941,2941,11881
2951,2951,11891
2961,2961,11901
2971,2971,11911
2981,2981,11921
2991,2991,11931
3001,3001,11941
3011,3011,11951
3091,3091,12031
3101,3101,12041
3111,3111,12051
3121,3121,12061
3131,3131,12071
3141,3141,12081
3151,3151,12091
3161,3161,12101
3211,3211,12151
3221,3221,12161
3231,3231,12171
3241,3241,12181
3251,3251,12191
3261,3261,12201
3271,3271,12211
3281,3281,12221
3331,3331,12271
3341,3341,12281
3351,3351,12291
3361,3361,12301
3371,3371,12311
3381,3381,12321
3391,3391,12331
3401,3401,12341
3451,3451,12391
3461,3461,12401
3471,3471,12411
3481,3481,12421
3491,3491,12431
3501,3501,12441
3511,3511,12451
3521,3521,12461
3571,3571,12511
3581,3581,12521
3591,3591,12531
3601,3601,12541
3611,3611,12551
3621,3621,12561
3631,3631,12571
3641,3641,12581
3691,3691,12631
3701,3701,12641
3711,3711,12651
3721,3721,12661
3731,3731,12671
3741,3741,12681
3751,3751,12691
3761,3761,12701
3811,3811,12751
3821,3821,12761
3831,3831,12771
3841,3841,12781
3851,3851,12791
3861,3861,12801
3871,3871,12811
3881,3881,12821
4201,4201,13141
4211,4211,13151
4221,4221,13161
4231,4231,13171
4241,4241,13181
4251,4251,13191
4261,4261,13201
4271,4271,13211
4321,4321,13261
4331,4331,13271
4341,4341,13281
4351,4351,13291
4361,4361,13301
4371,4371,13311
4381,4381,13321
4391,4391,13331
4441,4441,13381
4451,4451,13391
4461,4461,13401
4471,4471,13411
4481,4481,13421
4491,4491,13431
4501,4501,13441
4511,4511,13451
4561,4561,13501
4571,4571,13511
4581,4581,13521
4591,4591,13531
4601,4601,13541
4611,4611,13551
4621,4621,13561
4631,4631,13571
4681,4681,13621
4691,4691,13631
4701,4701,13641
4711,4711,13651
4721,4721,13661
4731,4731,13671
4741,4741,13681
4751,4751,13691
4801,4801,13741
4811,4811,13751
4821,4821,13761
4831,4831,13771
4841,4841,13781
4851,4851,13791
4861,4861,13801
4871,4871,13811
4921,4921,13861
4931,4931,13871
4941,4941,13881
4951,4951,13891
4961,4961,13901
4971,4971,13911
4981,4981,13921
4991,4991,13931
5071,5071,14011
5081,5081,14021
5091,5091,14031
5101,5101,14041
5111,5111,14051
5121,5121,14061
5131,5131,14071
5141,5141,14081
5191,5191,14131
5201,5201,14141
5211,5211,14151
5221,5221,14161
5231,5231,14171
5241,5241,14181
5251,5251,14191
5261,5261,14201
5311,5311,14251
5321,5321,14261
5331,5331,14271
5341,5341,14281
5351,5351,14291
5361,5361,14301
5371,5371,14311
5381,5381,14321
5431,5431,14371
5441,5441,14381
5451,5451,14391
5461,5461,14401
5471,5471,14411
5481,5481,14421
5491,5491,14431
5501,5501,14441
5551,5551,14491
5561,5561,14501
5571,5571,14511
5581,5581,14521
5591,5591,14531
5601,5601,14541
5611,5611,14551
5621,5621,14561
5671,5671,14611
5681,5681,14621
5691,5691,14631
5701,5701,14641
5711,5711,14651
5721,5721,14661
5731,5731,14671
5741,5741,14681
5791,5791,14731
5801,5801,14741
5811,5811,14751
5821,5821,14761
5831,5831,14771
5841,5841,14781
5851,5851,14791
5861,5861,14801
5941,5941,14881
5951,5951,14891
5961,5961,14901
5971,5971,14911
5981,5981,14921
5991,5991,14931
6001,6001,14941
6011,6011,14951
6061,6061,15001
6071,6071,15011
6081,6081,15021
6091,6091,15031
6101,6101,15041
6111,6111,15051
6121,6121,15061
6131,6131,15071
6181,6181,15121
6191,6191,15131
6201,6201,15141
6211,6211,15151
6221,6221,15161
6231,6231,15171
6241,6241,15181
6251,6251,15191
6301,6301,15241
6311,6311,15251
6321,6321,15261
6331,6331,15271
6341,6341,15281
6351,6351,15291
6361,6361,15301
6371,6371,15311
6421,6421,15361
6431,6431,15371
6441,6441,15381
6451,6451,15391
6461,6461,15401
6471,6471,15411
6481,6481,15421
6491,6491,15431
6541,6541,15481
6551,6551,15491
6561,6561,15501
6571,6571,15511
6581,6581,15521
6591,6591,15531
6601,6601,15541
6611,6611,15551
6661,6661,15601
6671,6671,15611
6681,6681,15621
6691,6691,15631
6701,6701,15641
6711,6711,15651
6721,6721,15661
6731,6731,15671
6811,6811,15751
6821,6821,15761
6831,6831,15771
6841,6841,15781
6851,6851,15791
6861,6861,15801
6871,6871,15811
6881,6881,15821
6931,6931,15871
6941,6941,15881
6951,6951,15891
6961,6961,15901
6971,6971,15911
6981,6981,15921
6991,6991,15931
7001,7001,15941
7051,7051,15991
7061,7061,16001
7071,7071,16011
7081,7081,16021
7091,7091,16031
7101,7101,16041
7111,7111,16051
7121,7121,16061
7171,7171,16111
7181,7181,16121
7191,7191,16131
7201,7201,16141
7211,7211,16151
7221,7221,16161
7231,7231,16171
7241,7241,16181
7291,7291,16231
7301,7301,16241
7311,7311,16251
7321,7321,16261
7331,7331,16271
7341,7341,16281
7351,7351,16291
7361,7361,16301
7411,7411,16351
7421,7421,16361
7431,7431,16371
7441,7441,16381
7451,7451,16391
7461,7461,16401
7471,7471,16411
7481,7481,16421
7531,7531,16471
7541,7541,16481
7551,7551,16491
7561,7561,16501
7571,7571,16511
7581,7581,16521
7591,7591,16531
7601,7601,16541
8311,8311,17251
8321,8321,17261
8331,8331,17271
8341,8341,17281
8351,8351,17291
8361,8361,17301
8371,8371,17311
8381,8381,17321
8431,8431,17371
8441,8441,17381
8451,8451,17391
8461,8461,17401
8471,8471,17411
8481,8481,17421
8491,8491,17431
8501,8501,17441
8551,8551,17491
8561,8561,17501
8571,8571,17511
8581,8581,17521
8591,8591,17531
8601,8601,17541
8611,8611,17551
8621,8621,17561
8671,8671,17611
8681,8681,17621
8691,8691,17631
8701,8701,17641
8711,8711,17651
8721,8721,17661
8731,8731,17671
8741,8741,17681
8791,8791,17731
8801,8801,17741
8811,8811,17751
8821,8821,17761
8831,8831,17771
