#Parameters = {blemnd_R=0.5; bp_L=200; fork_rot_angle=0; xbeam=0; ybeam=0}
#"Frequency / GHz"	"Z [Real Part]"
#---------------------------------
0.0000000000000	0.028632631345486
0.0010239144611436	0.014614384846243
0.0020478289222872	-0.012241097649291
0.0030717433834308	-0.022434172031179
0.0040956578445743	-0.0034927361263930
0.0051195723057179	0.026519716338284
0.0061434867668615	0.037662541239437
0.0071674012280051	0.019439129209188
0.0081913156891487	-0.0081276041948487
0.0092152301502923	-0.015390795486242
0.010239144611436	0.0058961810959509
0.011263059072579	0.033961562046249
0.012286973533723	0.039874393648932
0.013310887994867	0.017922501994265
0.014334802456010	-0.0083691140129608
0.015358716917154	-0.010915641537564
0.016382631378297	0.013441467287964
0.017406545839441	0.039600118397963
0.018430460300585	0.040540759482951
0.019454374761728	0.015707020359840
0.020478289222872	-0.0083847806580912
0.021502203684015	-0.0059763507378371
0.022526118145159	0.020868161923886
0.023550032606302	0.044399588923144
0.024573947067446	0.040312515581597
0.025597861528590	0.013291855515645
0.026621775989733	-0.0078730311597243
0.027645690450877	-0.00051420047514807
0.028669604912020	0.028079445799244
0.029693519373164	0.048279381583123
0.030717433834308	0.039230107955054
0.031741348295451	0.010789744989886
0.032765262756595	-0.0067829745232095
0.033789177217738	0.0053902480284709
0.034813091678882	0.034934647291352
0.035837006140025	0.051177454794488
0.036860920601169	0.037372047628307
0.037884835062313	0.0083409759636909
0.038908749523456	-0.0050495535665312
0.039932663984600	0.011674005785874
0.040956578445743	0.041328278365857
0.041980492906887	0.053079686958621
0.043004407368031	0.034857504625285
0.044028321829174	0.0061035215030519
0.045052236290318	-0.0026093154476020
0.046076150751461	0.018272031218624
0.047100065212605	0.047167253078187
0.048123979673749	0.053995155858755
0.049147894134892	0.031821895298995
0.050171808596036	0.0042315202145852
0.051195723057179	0.00058251147617462
0.052219637518323	0.025104167204813
0.053243551979466	0.052359912370561
0.054267466440610	0.053945560224064
0.055291380901754	0.028406733628532
0.056315295362897	0.0028671172669151
0.057339209824041	0.0045471956429676
0.058363124285184	0.032073234610970
0.059387038746328	0.056815074040419
0.060410953207472	0.052963540370324
0.061434867668615	0.024757344384584
0.062458782129759	0.0021391661738227
0.063482696590902	0.0092834162819693
0.064506611052046	0.039067593646823
0.065530525513189	0.060444389981415
0.066554439974333	0.051093566878349
0.067578354435477	0.021022853702939
0.068602268896620	0.0021640308753701
0.069626183357764	0.014769852787827
0.070650097818907	0.045964730824291
0.071674012280051	0.063165277285400
0.072697926741195	0.048393524077898
0.073721841202338	0.017357438273039
0.074745755663482	0.0030480720544777
0.075769670124625	0.020969278492628
0.076793584585769	0.052635718185497
0.077817499046912	0.064904291578957
0.078841413508056	0.044936983386781
0.079865327969200	0.013922936666653
0.080889242430343	0.0048918137157356
0.081913156891487	0.027833810307919
0.082937071352630	0.058949863321221
0.083960985813774	0.065600271860517
0.084984900274918	0.040815957294847
0.086008814736061	0.010893282729753
0.087032729197205	0.0077967440853816
0.088056643658348	0.035312434503194
0.089080558119492	0.064780746101986
0.090104472580635	0.065208821411533
0.091128387041779	0.036146448418459
0.092152301502923	0.0084638124334726
0.093176215964066	0.011877970710698
0.094200130425210	0.043363486638682
0.095224044886353	0.070015591685409
0.096247959347497	0.063709938400476
0.097271873808641	0.031079338358931
0.098295788269784	0.0068690011874266
0.099319702730928	0.017286646923976
0.10034361719207	0.051975425398842
0.10136753165321	0.074570651488399
0.10239144611436	0.061122019984309
0.10341536057550	0.025822051856764
0.10443927503665	0.0064168310115445
0.10546318949779	0.024251910551458
0.10648710395893	0.061205331900522
0.10751101842008	0.078421329837577
0.10853493288122	0.057532285470192
0.10955884734236	0.020685170845046
0.11058276180351	0.0075588473247563
0.11160667626465	0.033163730749744
0.11263059072579	0.071255296817921
0.11365450518694	0.081665593010496
0.11467841964808	0.053165203940025
0.11570233410923	0.016185179733650
0.11672624857037	0.011039045865902
0.11775016303151	0.044747119095135
0.11877407749266	0.082637381529405
0.11979799195380	0.084670919528629
0.12082190641494	0.048548782652331
0.12184582087609	0.013286868157747
0.12286973533723	0.018233806463391
0.12389364979837	0.060458400697568
0.12491756425952	0.096561340056631
0.12594147872066	0.088443321263993
0.12696539318180	0.044948466461323
0.12798930764295	0.014023537831659
0.12901322210409	0.032004890205600
0.13003713656524	0.083487494305675
0.13106105102638	0.11595775208571
0.13208496548752	0.095668762147767
0.13310887994867	0.045635941009920
0.13413279440981	0.023288397006601
0.13515670887095	0.059137356012124
0.13618062333210	0.12166863048469
0.13720453779324	0.14859778668035
0.13822845225438	0.11411305273338
0.13925236671553	0.060199553239366
0.14027628117667	0.054930698701161
0.14130019563781	0.11866602936314
0.14232411009896	0.19771469878147
0.14334802456010	0.21875514223784
0.14437193902125	0.17036647154673
0.14539585348239	0.12292403294942
0.14641976794353	0.15832104397197
0.14744368240468	0.27904466593574
0.14846759686582	0.39726090495001
0.14949151132696	0.42679624987282
0.15051542578811	0.38771404433313
0.15153934024925	0.40596239616466
0.15256325471039	0.59168761320066
0.15358716917154	0.91640029506330
0.15461108363268	1.2356544781063
0.15563499809382	1.4712035328561
0.15665891255497	1.7885423599581
0.15768282701611	2.5633659130669
0.15870674147726	4.0945074920849
0.15973065593840	6.2643252274830
0.16075457039954	8.4456384957498
0.16177848486069	9.7920644960957
0.16280239932183	9.7417705732609
0.16382631378297	8.3721615979235
0.16485022824412	6.3396047266440
0.16587414270526	4.4532080510392
0.16689805716640	3.2047060129584
0.16792197162755	2.5845708957690
0.16894588608869	2.2643774739064
0.16996980054984	1.9399514522911
0.17099371501098	1.5446907009262
0.17201762947212	1.2030301870253
0.17304154393327	1.0327917104490
0.17406545839441	1.0084244601836
0.17508937285555	0.99738908652163
0.17611328731670	0.90031115999405
0.17713720177784	0.73957636104826
0.17816111623898	0.61563851206267
0.17918503070013	0.59169760821780
0.18020894516127	0.63070288789914
0.18123285962241	0.64189507307360
0.18225677408356	0.57795020512530
0.18328068854470	0.47876467180522
0.18430460300585	0.42194715164007
0.18532851746699	0.43868148230136
0.18635243192813	0.48419451732308
0.18737634638928	0.48914884863041
0.18840026085042	0.43313455166448
0.18942417531156	0.36267612570443
0.19044808977271	0.33851178883278
0.19147200423385	0.37107028370142
0.19249591869499	0.41194466958084
0.19351983315614	0.40732004255927
0.19454374761728	0.35454603950527
0.19556766207842	0.30260808884455
0.19659157653957	0.29847470961145
0.19761549100071	0.33772677062797
0.19863940546186	0.37100751284646
0.19966331992300	0.35744161909234
0.20068723438414	0.30732897517680
0.20171114884529	0.26966901629430
0.20273506330643	0.27937408589793
0.20375897776757	0.32084179396148
0.20478289222872	0.34569771201701
0.20580680668986	0.32457747226539
0.20683072115100	0.27760933309916
0.20785463561215	0.25205382310886
0.20887855007329	0.27186324897251
0.20990246453443	0.31287263386813
0.21092637899558	0.32919857525900
0.21195029345672	0.30202433031959
0.21297420791787	0.25896996975076
0.21399812237901	0.24417802437574
0.21502203684015	0.27147192950878
0.21604595130130	0.31020973466100
0.21706986576244	0.31822991642751
0.21809378022358	0.28648229321404
0.21911769468473	0.24815261074294
0.22014160914587	0.24313752758429
0.22116552360701	0.27586946087612
0.22218943806816	0.31101609461513
0.22321335252930	0.31115600353912
0.22423726699045	0.27627304983345
0.22526118145159	0.24342946189643
0.22628509591273	0.24734815130423
0.22730901037388	0.28380335017127
0.22833292483502	0.31437501626876
0.22935683929616	0.30721621194748
0.23038075375731	0.27059321347023
0.23140466821845	0.24390870921127
0.23242858267959	0.25596258535771
0.23345249714074	0.29464477968444
0.23447641160188	0.31992220493889
0.23550032606302	0.30618477508390
0.23652424052417	0.26917625913985
0.23754815498531	0.24921758267601
0.23857206944646	0.26860676718400
0.23959598390760	0.30818698190956
0.24061989836874	0.32768380612521
0.24164381282989	0.30821833605621
0.24266772729103	0.27213842851241
0.24369164175217	0.25935918833054
0.24471555621332	0.28526599230498
0.24573947067446	0.32456474562174
0.24676338513560	0.33801622242986
0.24778729959675	0.31379979091989
0.24881121405789	0.27992203579929
0.24983512851903	0.27466393808843
0.25085904298018	0.30625512484148
0.25188295744132	0.34424482257565
0.25290687190247	0.35160844056237
0.25393078636361	0.32374370695583
0.25495470082475	0.29330303704547
0.25597861528590	0.29580583847791
0.25700252974704	0.33225010081168
0.25802644420818	0.36807272704053
0.25905035866933	0.36953877050775
0.26007427313047	0.33925853283764
0.26109818759161	0.31345978646357
0.26212210205276	0.32388293992539
